"orderid","productid","productname","qty","orderdate","unitprice","custid","shipcountry"
10880,70,"Product TOONT",50,"2008-02-10 00:00:00",15.0,"24","Sweden"
10881,73,"Product WEUJZ",10,"2008-02-11 00:00:00",15.0,"12","Argentina"
10882,42,"Product RJVNM",25,"2008-02-11 00:00:00",14.0,"71","USA"
10882,49,"Product FPYPN",20,"2008-02-11 00:00:00",20.0,"71","USA"
10882,54,"Product QAQRL",32,"2008-02-11 00:00:00",7.45,"71","USA"
10883,24,"Product QOGNU",8,"2008-02-12 00:00:00",4.5,"48","USA"
10884,21,"Product VJZZH",40,"2008-02-12 00:00:00",10.0,"45","USA"
10884,56,"Product VKCMF",21,"2008-02-12 00:00:00",38.0,"45","USA"
10884,65,"Product XYWBZ",12,"2008-02-12 00:00:00",21.05,"45","USA"
10885,2,"Product RECZE",20,"2008-02-12 00:00:00",19.0,"76","Belgium"
10885,24,"Product QOGNU",12,"2008-02-12 00:00:00",4.5,"76","Belgium"
10885,70,"Product TOONT",30,"2008-02-12 00:00:00",15.0,"76","Belgium"
10885,77,"Product LUNZZ",25,"2008-02-12 00:00:00",13.0,"76","Belgium"
10886,10,"Product YHXGE",70,"2008-02-13 00:00:00",31.0,"34","Brazil"
10886,31,"Product XWOXC",35,"2008-02-13 00:00:00",12.5,"34","Brazil"
10886,77,"Product LUNZZ",40,"2008-02-13 00:00:00",13.0,"34","Brazil"
10887,25,"Product LYLNI",5,"2008-02-13 00:00:00",14.0,"29","Spain"
10888,2,"Product RECZE",20,"2008-02-16 00:00:00",19.0,"30","Spain"
10888,68,"Product TBTBL",18,"2008-02-16 00:00:00",12.5,"30","Spain"
10889,11,"Product QMVUN",40,"2008-02-16 00:00:00",21.0,"65","USA"
10889,38,"Product QDOMO",40,"2008-02-16 00:00:00",263.5,"65","USA"
10890,17,"Product BLCAX",15,"2008-02-16 00:00:00",39.0,"18","France"
10890,34,"Product SWNJY",10,"2008-02-16 00:00:00",14.0,"18","France"
10890,41,"Product TTEEX",14,"2008-02-16 00:00:00",9.65,"18","France"
10891,30,"Product LYERX",15,"2008-02-17 00:00:00",25.89,"44","Germany"
10892,59,"Product UKXRI",40,"2008-02-17 00:00:00",55.0,"50","Belgium"
10893,8,"Product WVJFP",30,"2008-02-18 00:00:00",40.0,"39","Germany"
10893,24,"Product QOGNU",10,"2008-02-18 00:00:00",4.5,"39","Germany"
10893,29,"Product VJXYN",24,"2008-02-18 00:00:00",123.79,"39","Germany"
10893,30,"Product LYERX",35,"2008-02-18 00:00:00",25.89,"39","Germany"
10893,36,"Product GMKIJ",20,"2008-02-18 00:00:00",19.0,"39","Germany"
10894,13,"Product POXFU",28,"2008-02-18 00:00:00",6.0,"71","USA"
10894,69,"Product COAXA",50,"2008-02-18 00:00:00",36.0,"71","USA"
10894,75,"Product BWRLG",120,"2008-02-18 00:00:00",7.75,"71","USA"
10895,24,"Product QOGNU",110,"2008-02-18 00:00:00",4.5,"20","Austria"
10895,39,"Product LSOFL",45,"2008-02-18 00:00:00",18.0,"20","Austria"
10895,40,"Product YZIXQ",91,"2008-02-18 00:00:00",18.4,"20","Austria"
10895,60,"Product WHBYK",100,"2008-02-18 00:00:00",34.0,"20","Austria"
10896,45,"Product AQOKR",15,"2008-02-19 00:00:00",9.5,"50","Belgium"
10896,56,"Product VKCMF",16,"2008-02-19 00:00:00",38.0,"50","Belgium"
10897,29,"Product VJXYN",80,"2008-02-19 00:00:00",123.79,"37","Ireland"
10897,30,"Product LYERX",36,"2008-02-19 00:00:00",25.89,"37","Ireland"
10898,13,"Product POXFU",5,"2008-02-20 00:00:00",6.0,"54","Argentina"
10899,39,"Product LSOFL",8,"2008-02-20 00:00:00",18.0,"46","Venezuela"
10900,70,"Product TOONT",3,"2008-02-20 00:00:00",15.0,"88","Brazil"
10901,41,"Product TTEEX",30,"2008-02-23 00:00:00",9.65,"35","Venezuela"
10901,71,"Product MYMOI",30,"2008-02-23 00:00:00",21.5,"35","Venezuela"
10902,55,"Product YYWRT",30,"2008-02-23 00:00:00",24.0,"24","Sweden"
10902,62,"Product WUXYK",6,"2008-02-23 00:00:00",49.3,"24","Sweden"
10903,13,"Product POXFU",40,"2008-02-24 00:00:00",6.0,"34","Brazil"
10903,65,"Product XYWBZ",21,"2008-02-24 00:00:00",21.05,"34","Brazil"
10903,68,"Product TBTBL",20,"2008-02-24 00:00:00",12.5,"34","Brazil"
10904,58,"Product ACRVI",15,"2008-02-24 00:00:00",13.25,"89","USA"
10904,62,"Product WUXYK",35,"2008-02-24 00:00:00",49.3,"89","USA"
10905,1,"Product HHYDP",20,"2008-02-24 00:00:00",18.0,"88","Brazil"
10906,61,"Product XYZPE",15,"2008-02-25 00:00:00",28.5,"91","Poland"
10907,75,"Product BWRLG",14,"2008-02-25 00:00:00",7.75,"74","France"
10908,7,"Product HMLNI",20,"2008-02-26 00:00:00",30.0,"66","Italy"
10908,52,"Product QSRXF",14,"2008-02-26 00:00:00",7.0,"66","Italy"
10909,7,"Product HMLNI",12,"2008-02-26 00:00:00",30.0,"70","Norway"
10909,16,"Product PAFRH",15,"2008-02-26 00:00:00",17.45,"70","Norway"
10909,41,"Product TTEEX",5,"2008-02-26 00:00:00",9.65,"70","Norway"
10910,19,"Product XKXDO",12,"2008-02-26 00:00:00",9.2,"90","Finland"
10910,49,"Product FPYPN",10,"2008-02-26 00:00:00",20.0,"90","Finland"
10910,61,"Product XYZPE",5,"2008-02-26 00:00:00",28.5,"90","Finland"
10911,1,"Product HHYDP",10,"2008-02-26 00:00:00",18.0,"30","Spain"
10911,17,"Product BLCAX",12,"2008-02-26 00:00:00",39.0,"30","Spain"
10911,67,"Product XLXQF",15,"2008-02-26 00:00:00",14.0,"30","Spain"
10912,11,"Product QMVUN",40,"2008-02-26 00:00:00",21.0,"37","Ireland"
10912,29,"Product VJXYN",60,"2008-02-26 00:00:00",123.79,"37","Ireland"
10913,4,"Product KSBRM",30,"2008-02-26 00:00:00",22.0,"62","Brazil"
10913,33,"Product ASTMN",40,"2008-02-26 00:00:00",2.5,"62","Brazil"
10913,58,"Product ACRVI",15,"2008-02-26 00:00:00",13.25,"62","Brazil"
10914,71,"Product MYMOI",25,"2008-02-27 00:00:00",21.5,"62","Brazil"
10915,17,"Product BLCAX",10,"2008-02-27 00:00:00",39.0,"80","Mexico"
10915,33,"Product ASTMN",30,"2008-02-27 00:00:00",2.5,"80","Mexico"
10915,54,"Product QAQRL",10,"2008-02-27 00:00:00",7.45,"80","Mexico"
10916,16,"Product PAFRH",6,"2008-02-27 00:00:00",17.45,"64","Argentina"
10916,32,"Product NUNAW",6,"2008-02-27 00:00:00",32.0,"64","Argentina"
10916,57,"Product OVLQI",20,"2008-02-27 00:00:00",19.5,"64","Argentina"
10917,30,"Product LYERX",1,"2008-03-02 00:00:00",25.89,"69","Spain"
10917,60,"Product WHBYK",10,"2008-03-02 00:00:00",34.0,"69","Spain"
10918,1,"Product HHYDP",60,"2008-03-02 00:00:00",18.0,"10","Canada"
10918,60,"Product WHBYK",25,"2008-03-02 00:00:00",34.0,"10","Canada"
10919,16,"Product PAFRH",24,"2008-03-02 00:00:00",17.45,"47","Venezuela"
10919,25,"Product LYLNI",24,"2008-03-02 00:00:00",14.0,"47","Venezuela"
10919,40,"Product YZIXQ",20,"2008-03-02 00:00:00",18.4,"47","Venezuela"
10920,50,"Product BIUDV",24,"2008-03-03 00:00:00",16.25,"4","UK"
10921,35,"Product NEVTJ",10,"2008-03-03 00:00:00",18.0,"83","Denmark"
10921,63,"Product ICKNK",40,"2008-03-03 00:00:00",43.9,"83","Denmark"
10922,17,"Product BLCAX",15,"2008-03-03 00:00:00",39.0,"34","Brazil"
10922,24,"Product QOGNU",35,"2008-03-03 00:00:00",4.5,"34","Brazil"
10923,42,"Product RJVNM",10,"2008-03-03 00:00:00",14.0,"41","France"
10923,43,"Product ZZZHR",10,"2008-03-03 00:00:00",46.0,"41","France"
10923,67,"Product XLXQF",24,"2008-03-03 00:00:00",14.0,"41","France"
10924,10,"Product YHXGE",20,"2008-03-04 00:00:00",31.0,"5","Sweden"
10924,28,"Product OFBNT",30,"2008-03-04 00:00:00",45.6,"5","Sweden"
10924,75,"Product BWRLG",6,"2008-03-04 00:00:00",7.75,"5","Sweden"
10925,36,"Product GMKIJ",25,"2008-03-04 00:00:00",19.0,"34","Brazil"
10925,52,"Product QSRXF",12,"2008-03-04 00:00:00",7.0,"34","Brazil"
10926,11,"Product QMVUN",2,"2008-03-04 00:00:00",21.0,"2","Mexico"
10926,13,"Product POXFU",10,"2008-03-04 00:00:00",6.0,"2","Mexico"
10926,19,"Product XKXDO",7,"2008-03-04 00:00:00",9.2,"2","Mexico"
10926,72,"Product GEEOO",10,"2008-03-04 00:00:00",34.8,"2","Mexico"
10927,20,"Product QHFFP",5,"2008-03-05 00:00:00",81.0,"40","France"
10927,52,"Product QSRXF",5,"2008-03-05 00:00:00",7.0,"40","France"
10927,76,"Product JYGFE",20,"2008-03-05 00:00:00",18.0,"40","France"
10928,47,"Product EZZPR",5,"2008-03-05 00:00:00",9.5,"29","Spain"
10928,76,"Product JYGFE",5,"2008-03-05 00:00:00",18.0,"29","Spain"
10929,21,"Product VJZZH",60,"2008-03-05 00:00:00",10.0,"25","Germany"
10929,75,"Product BWRLG",49,"2008-03-05 00:00:00",7.75,"25","Germany"
10929,77,"Product LUNZZ",15,"2008-03-05 00:00:00",13.0,"25","Germany"
10930,21,"Product VJZZH",36,"2008-03-06 00:00:00",10.0,"76","Belgium"
10930,27,"Product SMIOH",25,"2008-03-06 00:00:00",43.9,"76","Belgium"
10930,55,"Product YYWRT",25,"2008-03-06 00:00:00",24.0,"76","Belgium"
10930,58,"Product ACRVI",30,"2008-03-06 00:00:00",13.25,"76","Belgium"
10931,13,"Product POXFU",42,"2008-03-06 00:00:00",6.0,"68","Switzerland"
10931,57,"Product OVLQI",30,"2008-03-06 00:00:00",19.5,"68","Switzerland"
10932,16,"Product PAFRH",30,"2008-03-06 00:00:00",17.45,"9","France"
10932,62,"Product WUXYK",14,"2008-03-06 00:00:00",49.3,"9","France"
10932,72,"Product GEEOO",16,"2008-03-06 00:00:00",34.8,"9","France"
10932,75,"Product BWRLG",20,"2008-03-06 00:00:00",7.75,"9","France"
10933,53,"Product BKGEA",2,"2008-03-06 00:00:00",32.8,"38","UK"
10933,61,"Product XYZPE",30,"2008-03-06 00:00:00",28.5,"38","UK"
10934,6,"Product VAIIV",20,"2008-03-09 00:00:00",25.0,"44","Germany"
10935,1,"Product HHYDP",21,"2008-03-09 00:00:00",18.0,"88","Brazil"
10935,18,"Product CKEDC",4,"2008-03-09 00:00:00",62.5,"88","Brazil"
10935,23,"Product JLUDZ",8,"2008-03-09 00:00:00",9.0,"88","Brazil"
10936,36,"Product GMKIJ",30,"2008-03-09 00:00:00",19.0,"32","USA"
10937,28,"Product OFBNT",8,"2008-03-10 00:00:00",45.6,"12","Argentina"
10937,34,"Product SWNJY",20,"2008-03-10 00:00:00",14.0,"12","Argentina"
10938,13,"Product POXFU",20,"2008-03-10 00:00:00",6.0,"63","Germany"
10938,43,"Product ZZZHR",24,"2008-03-10 00:00:00",46.0,"63","Germany"
10938,60,"Product WHBYK",49,"2008-03-10 00:00:00",34.0,"63","Germany"
10938,71,"Product MYMOI",35,"2008-03-10 00:00:00",21.5,"63","Germany"
10939,2,"Product RECZE",10,"2008-03-10 00:00:00",19.0,"49","Italy"
10939,67,"Product XLXQF",40,"2008-03-10 00:00:00",14.0,"49","Italy"
10940,7,"Product HMLNI",8,"2008-03-11 00:00:00",30.0,"9","France"
10940,13,"Product POXFU",20,"2008-03-11 00:00:00",6.0,"9","France"
10941,31,"Product XWOXC",44,"2008-03-11 00:00:00",12.5,"71","USA"
10941,62,"Product WUXYK",30,"2008-03-11 00:00:00",49.3,"71","USA"
10941,68,"Product TBTBL",80,"2008-03-11 00:00:00",12.5,"71","USA"
10941,72,"Product GEEOO",50,"2008-03-11 00:00:00",34.8,"71","USA"
10942,49,"Product FPYPN",28,"2008-03-11 00:00:00",20.0,"66","Italy"
10943,13,"Product POXFU",15,"2008-03-11 00:00:00",6.0,"11","UK"
10943,22,"Product CPHFY",21,"2008-03-11 00:00:00",21.0,"11","UK"
10943,46,"Product CBRRL",15,"2008-03-11 00:00:00",12.0,"11","UK"
10944,11,"Product QMVUN",5,"2008-03-12 00:00:00",21.0,"10","Canada"
10944,44,"Product VJIEO",18,"2008-03-12 00:00:00",19.45,"10","Canada"
10944,56,"Product VKCMF",18,"2008-03-12 00:00:00",38.0,"10","Canada"
10945,13,"Product POXFU",20,"2008-03-12 00:00:00",6.0,"52","Germany"
10945,31,"Product XWOXC",10,"2008-03-12 00:00:00",12.5,"52","Germany"
10946,10,"Product YHXGE",25,"2008-03-12 00:00:00",31.0,"83","Denmark"
10946,24,"Product QOGNU",25,"2008-03-12 00:00:00",4.5,"83","Denmark"
10946,77,"Product LUNZZ",40,"2008-03-12 00:00:00",13.0,"83","Denmark"
10947,59,"Product UKXRI",4,"2008-03-13 00:00:00",55.0,"11","UK"
10948,50,"Product BIUDV",9,"2008-03-13 00:00:00",16.25,"30","Spain"
10948,51,"Product APITJ",40,"2008-03-13 00:00:00",53.0,"30","Spain"
10948,55,"Product YYWRT",4,"2008-03-13 00:00:00",24.0,"30","Spain"
10949,6,"Product VAIIV",12,"2008-03-13 00:00:00",25.0,"10","Canada"
10949,10,"Product YHXGE",30,"2008-03-13 00:00:00",31.0,"10","Canada"
10949,17,"Product BLCAX",6,"2008-03-13 00:00:00",39.0,"10","Canada"
10949,62,"Product WUXYK",60,"2008-03-13 00:00:00",49.3,"10","Canada"
10950,4,"Product KSBRM",5,"2008-03-16 00:00:00",22.0,"49","Italy"
10951,33,"Product ASTMN",15,"2008-03-16 00:00:00",2.5,"68","Switzerland"
10951,41,"Product TTEEX",6,"2008-03-16 00:00:00",9.65,"68","Switzerland"
10951,75,"Product BWRLG",50,"2008-03-16 00:00:00",7.75,"68","Switzerland"
10952,6,"Product VAIIV",16,"2008-03-16 00:00:00",25.0,"1","Germany"
10952,28,"Product OFBNT",2,"2008-03-16 00:00:00",45.6,"1","Germany"
10953,20,"Product QHFFP",50,"2008-03-16 00:00:00",81.0,"4","UK"
10953,31,"Product XWOXC",50,"2008-03-16 00:00:00",12.5,"4","UK"
10954,16,"Product PAFRH",28,"2008-03-17 00:00:00",17.45,"47","Venezuela"
10954,31,"Product XWOXC",25,"2008-03-17 00:00:00",12.5,"47","Venezuela"
10954,45,"Product AQOKR",30,"2008-03-17 00:00:00",9.5,"47","Venezuela"
10954,60,"Product WHBYK",24,"2008-03-17 00:00:00",34.0,"47","Venezuela"
10955,75,"Product BWRLG",12,"2008-03-17 00:00:00",7.75,"24","Sweden"
10956,21,"Product VJZZH",12,"2008-03-17 00:00:00",10.0,"6","Germany"
10956,47,"Product EZZPR",14,"2008-03-17 00:00:00",9.5,"6","Germany"
10956,51,"Product APITJ",8,"2008-03-17 00:00:00",53.0,"6","Germany"
10957,30,"Product LYERX",30,"2008-03-18 00:00:00",25.89,"35","Venezuela"
10957,35,"Product NEVTJ",40,"2008-03-18 00:00:00",18.0,"35","Venezuela"
10957,64,"Product HCQDE",8,"2008-03-18 00:00:00",33.25,"35","Venezuela"
10958,5,"Product EPEIM",20,"2008-03-18 00:00:00",21.35,"54","Argentina"
10958,7,"Product HMLNI",6,"2008-03-18 00:00:00",30.0,"54","Argentina"
10958,72,"Product GEEOO",5,"2008-03-18 00:00:00",34.8,"54","Argentina"
10959,75,"Product BWRLG",20,"2008-03-18 00:00:00",7.75,"31","Brazil"
10960,24,"Product QOGNU",10,"2008-03-19 00:00:00",4.5,"35","Venezuela"
10960,41,"Product TTEEX",24,"2008-03-19 00:00:00",9.65,"35","Venezuela"
10961,52,"Product QSRXF",6,"2008-03-19 00:00:00",7.0,"62","Brazil"
10961,76,"Product JYGFE",60,"2008-03-19 00:00:00",18.0,"62","Brazil"
10962,7,"Product HMLNI",45,"2008-03-19 00:00:00",30.0,"63","Germany"
10962,13,"Product POXFU",77,"2008-03-19 00:00:00",6.0,"63","Germany"
10962,53,"Product BKGEA",20,"2008-03-19 00:00:00",32.8,"63","Germany"
10962,69,"Product COAXA",9,"2008-03-19 00:00:00",36.0,"63","Germany"
10962,76,"Product JYGFE",44,"2008-03-19 00:00:00",18.0,"63","Germany"
10963,60,"Product WHBYK",2,"2008-03-19 00:00:00",34.0,"28","Portugal"
10964,18,"Product CKEDC",6,"2008-03-20 00:00:00",62.5,"74","France"
10964,38,"Product QDOMO",5,"2008-03-20 00:00:00",263.5,"74","France"
10964,69,"Product COAXA",10,"2008-03-20 00:00:00",36.0,"74","France"
10965,51,"Product APITJ",16,"2008-03-20 00:00:00",53.0,"55","USA"
10966,37,"Product EVFFA",8,"2008-03-20 00:00:00",26.0,"14","Switzerland"
10966,56,"Product VKCMF",12,"2008-03-20 00:00:00",38.0,"14","Switzerland"
10966,62,"Product WUXYK",12,"2008-03-20 00:00:00",49.3,"14","Switzerland"
10967,19,"Product XKXDO",12,"2008-03-23 00:00:00",9.2,"79","Germany"
10967,49,"Product FPYPN",40,"2008-03-23 00:00:00",20.0,"79","Germany"
10968,12,"Product OSFNS",30,"2008-03-23 00:00:00",38.0,"20","Austria"
10968,24,"Product QOGNU",30,"2008-03-23 00:00:00",4.5,"20","Austria"
10968,64,"Product HCQDE",4,"2008-03-23 00:00:00",33.25,"20","Austria"
10969,46,"Product CBRRL",9,"2008-03-23 00:00:00",12.0,"15","Brazil"
10970,52,"Product QSRXF",40,"2008-03-24 00:00:00",7.0,"8","Spain"
10971,29,"Product VJXYN",14,"2008-03-24 00:00:00",123.79,"26","France"
10972,17,"Product BLCAX",6,"2008-03-24 00:00:00",39.0,"40","France"
10972,33,"Product ASTMN",7,"2008-03-24 00:00:00",2.5,"40","France"
10973,26,"Product HLGZA",5,"2008-03-24 00:00:00",31.23,"40","France"
10973,41,"Product TTEEX",6,"2008-03-24 00:00:00",9.65,"40","France"
10973,75,"Product BWRLG",10,"2008-03-24 00:00:00",7.75,"40","France"
10974,63,"Product ICKNK",10,"2008-03-25 00:00:00",43.9,"75","USA"
10975,8,"Product WVJFP",16,"2008-03-25 00:00:00",40.0,"10","Canada"
10975,75,"Product BWRLG",10,"2008-03-25 00:00:00",7.75,"10","Canada"
10976,28,"Product OFBNT",20,"2008-03-25 00:00:00",45.6,"35","Venezuela"
10977,39,"Product LSOFL",30,"2008-03-26 00:00:00",18.0,"24","Sweden"
10977,47,"Product EZZPR",30,"2008-03-26 00:00:00",9.5,"24","Sweden"
10977,51,"Product APITJ",10,"2008-03-26 00:00:00",53.0,"24","Sweden"
10977,63,"Product ICKNK",20,"2008-03-26 00:00:00",43.9,"24","Sweden"
10978,8,"Product WVJFP",20,"2008-03-26 00:00:00",40.0,"50","Belgium"
10978,21,"Product VJZZH",40,"2008-03-26 00:00:00",10.0,"50","Belgium"
10978,40,"Product YZIXQ",10,"2008-03-26 00:00:00",18.4,"50","Belgium"
10978,44,"Product VJIEO",6,"2008-03-26 00:00:00",19.45,"50","Belgium"
10979,7,"Product HMLNI",18,"2008-03-26 00:00:00",30.0,"20","Austria"
10979,12,"Product OSFNS",20,"2008-03-26 00:00:00",38.0,"20","Austria"
10979,24,"Product QOGNU",80,"2008-03-26 00:00:00",4.5,"20","Austria"
10979,27,"Product SMIOH",30,"2008-03-26 00:00:00",43.9,"20","Austria"
10979,31,"Product XWOXC",24,"2008-03-26 00:00:00",12.5,"20","Austria"
10979,63,"Product ICKNK",35,"2008-03-26 00:00:00",43.9,"20","Austria"
10980,75,"Product BWRLG",40,"2008-03-27 00:00:00",7.75,"24","Sweden"
10981,38,"Product QDOMO",60,"2008-03-27 00:00:00",263.5,"34","Brazil"
10982,7,"Product HMLNI",20,"2008-03-27 00:00:00",30.0,"10","Canada"
10982,43,"Product ZZZHR",9,"2008-03-27 00:00:00",46.0,"10","Canada"
10983,13,"Product POXFU",84,"2008-03-27 00:00:00",6.0,"71","USA"
10983,57,"Product OVLQI",15,"2008-03-27 00:00:00",19.5,"71","USA"
10984,16,"Product PAFRH",55,"2008-03-30 00:00:00",17.45,"71","USA"
10984,24,"Product QOGNU",20,"2008-03-30 00:00:00",4.5,"71","USA"
10984,36,"Product GMKIJ",40,"2008-03-30 00:00:00",19.0,"71","USA"
10985,16,"Product PAFRH",36,"2008-03-30 00:00:00",17.45,"37","Ireland"
10985,18,"Product CKEDC",8,"2008-03-30 00:00:00",62.5,"37","Ireland"
10985,32,"Product NUNAW",35,"2008-03-30 00:00:00",32.0,"37","Ireland"
10986,11,"Product QMVUN",30,"2008-03-30 00:00:00",21.0,"54","Argentina"
10986,20,"Product QHFFP",15,"2008-03-30 00:00:00",81.0,"54","Argentina"
10986,76,"Product JYGFE",10,"2008-03-30 00:00:00",18.0,"54","Argentina"
10986,77,"Product LUNZZ",15,"2008-03-30 00:00:00",13.0,"54","Argentina"
10987,7,"Product HMLNI",60,"2008-03-31 00:00:00",30.0,"19","UK"
10987,43,"Product ZZZHR",6,"2008-03-31 00:00:00",46.0,"19","UK"
10987,72,"Product GEEOO",20,"2008-03-31 00:00:00",34.8,"19","UK"
10988,7,"Product HMLNI",60,"2008-03-31 00:00:00",30.0,"65","USA"
10988,62,"Product WUXYK",40,"2008-03-31 00:00:00",49.3,"65","USA"
10989,6,"Product VAIIV",40,"2008-03-31 00:00:00",25.0,"61","Brazil"
10989,11,"Product QMVUN",15,"2008-03-31 00:00:00",21.0,"61","Brazil"
10989,41,"Product TTEEX",4,"2008-03-31 00:00:00",9.65,"61","Brazil"
10990,21,"Product VJZZH",65,"2008-04-01 00:00:00",10.0,"20","Austria"
10990,34,"Product SWNJY",60,"2008-04-01 00:00:00",14.0,"20","Austria"
10990,55,"Product YYWRT",65,"2008-04-01 00:00:00",24.0,"20","Austria"
10990,61,"Product XYZPE",66,"2008-04-01 00:00:00",28.5,"20","Austria"
10991,2,"Product RECZE",50,"2008-04-01 00:00:00",19.0,"63","Germany"
10991,70,"Product TOONT",20,"2008-04-01 00:00:00",15.0,"63","Germany"
10991,76,"Product JYGFE",90,"2008-04-01 00:00:00",18.0,"63","Germany"
10992,72,"Product GEEOO",2,"2008-04-01 00:00:00",34.8,"77","USA"
10993,29,"Product VJXYN",50,"2008-04-01 00:00:00",123.79,"24","Sweden"
10993,41,"Product TTEEX",35,"2008-04-01 00:00:00",9.65,"24","Sweden"
10994,59,"Product UKXRI",18,"2008-04-02 00:00:00",55.0,"83","Denmark"
10995,51,"Product APITJ",20,"2008-04-02 00:00:00",53.0,"58","Mexico"
10995,60,"Product WHBYK",4,"2008-04-02 00:00:00",34.0,"58","Mexico"
10996,42,"Product RJVNM",40,"2008-04-02 00:00:00",14.0,"63","Germany"
10997,32,"Product NUNAW",50,"2008-04-03 00:00:00",32.0,"46","Venezuela"
10997,46,"Product CBRRL",20,"2008-04-03 00:00:00",12.0,"46","Venezuela"
10997,52,"Product QSRXF",20,"2008-04-03 00:00:00",7.0,"46","Venezuela"
10998,24,"Product QOGNU",12,"2008-04-03 00:00:00",4.5,"91","Poland"
10998,61,"Product XYZPE",7,"2008-04-03 00:00:00",28.5,"91","Poland"
10998,74,"Product BKAZJ",20,"2008-04-03 00:00:00",10.0,"91","Poland"
10998,75,"Product BWRLG",30,"2008-04-03 00:00:00",7.75,"91","Poland"
10999,41,"Product TTEEX",20,"2008-04-03 00:00:00",9.65,"56","Germany"
10999,51,"Product APITJ",15,"2008-04-03 00:00:00",53.0,"56","Germany"
10999,77,"Product LUNZZ",21,"2008-04-03 00:00:00",13.0,"56","Germany"
11000,4,"Product KSBRM",25,"2008-04-06 00:00:00",22.0,"65","USA"
11000,24,"Product QOGNU",30,"2008-04-06 00:00:00",4.5,"65","USA"
11000,77,"Product LUNZZ",30,"2008-04-06 00:00:00",13.0,"65","USA"
11001,7,"Product HMLNI",60,"2008-04-06 00:00:00",30.0,"24","Sweden"
11001,22,"Product CPHFY",25,"2008-04-06 00:00:00",21.0,"24","Sweden"
11001,46,"Product CBRRL",25,"2008-04-06 00:00:00",12.0,"24","Sweden"
11001,55,"Product YYWRT",6,"2008-04-06 00:00:00",24.0,"24","Sweden"
11002,13,"Product POXFU",56,"2008-04-06 00:00:00",6.0,"71","USA"
11002,35,"Product NEVTJ",15,"2008-04-06 00:00:00",18.0,"71","USA"
11002,42,"Product RJVNM",24,"2008-04-06 00:00:00",14.0,"71","USA"
11002,55,"Product YYWRT",40,"2008-04-06 00:00:00",24.0,"71","USA"
11003,1,"Product HHYDP",4,"2008-04-06 00:00:00",18.0,"78","USA"
11003,40,"Product YZIXQ",10,"2008-04-06 00:00:00",18.4,"78","USA"
11003,52,"Product QSRXF",10,"2008-04-06 00:00:00",7.0,"78","USA"
11004,26,"Product HLGZA",6,"2008-04-07 00:00:00",31.23,"50","Belgium"
11004,76,"Product JYGFE",6,"2008-04-07 00:00:00",18.0,"50","Belgium"
11005,1,"Product HHYDP",2,"2008-04-07 00:00:00",18.0,"90","Finland"
11005,59,"Product UKXRI",10,"2008-04-07 00:00:00",55.0,"90","Finland"
11006,1,"Product HHYDP",8,"2008-04-07 00:00:00",18.0,"32","USA"
11006,29,"Product VJXYN",2,"2008-04-07 00:00:00",123.79,"32","USA"
11007,8,"Product WVJFP",30,"2008-04-08 00:00:00",40.0,"60","Portugal"
11007,29,"Product VJXYN",10,"2008-04-08 00:00:00",123.79,"60","Portugal"
11007,42,"Product RJVNM",14,"2008-04-08 00:00:00",14.0,"60","Portugal"
11008,28,"Product OFBNT",70,"2008-04-08 00:00:00",45.6,"20","Austria"
11008,34,"Product SWNJY",90,"2008-04-08 00:00:00",14.0,"20","Austria"
11008,71,"Product MYMOI",21,"2008-04-08 00:00:00",21.5,"20","Austria"
11009,24,"Product QOGNU",12,"2008-04-08 00:00:00",4.5,"30","Spain"
11009,36,"Product GMKIJ",18,"2008-04-08 00:00:00",19.0,"30","Spain"
11009,60,"Product WHBYK",9,"2008-04-08 00:00:00",34.0,"30","Spain"
11010,7,"Product HMLNI",20,"2008-04-09 00:00:00",30.0,"66","Italy"
11010,24,"Product QOGNU",10,"2008-04-09 00:00:00",4.5,"66","Italy"
11011,58,"Product ACRVI",40,"2008-04-09 00:00:00",13.25,"1","Germany"
11011,71,"Product MYMOI",20,"2008-04-09 00:00:00",21.5,"1","Germany"
11012,19,"Product XKXDO",50,"2008-04-09 00:00:00",9.2,"25","Germany"
11012,60,"Product WHBYK",36,"2008-04-09 00:00:00",34.0,"25","Germany"
11012,71,"Product MYMOI",60,"2008-04-09 00:00:00",21.5,"25","Germany"
11013,23,"Product JLUDZ",10,"2008-04-09 00:00:00",9.0,"69","Spain"
11013,42,"Product RJVNM",4,"2008-04-09 00:00:00",14.0,"69","Spain"
11013,45,"Product AQOKR",20,"2008-04-09 00:00:00",9.5,"69","Spain"
11013,68,"Product TBTBL",2,"2008-04-09 00:00:00",12.5,"69","Spain"
11014,41,"Product TTEEX",28,"2008-04-10 00:00:00",9.65,"47","Venezuela"
11015,30,"Product LYERX",15,"2008-04-10 00:00:00",25.89,"70","Norway"
11015,77,"Product LUNZZ",18,"2008-04-10 00:00:00",13.0,"70","Norway"
11016,31,"Product XWOXC",15,"2008-04-10 00:00:00",12.5,"4","UK"
11016,36,"Product GMKIJ",16,"2008-04-10 00:00:00",19.0,"4","UK"
11017,3,"Product IMEHJ",25,"2008-04-13 00:00:00",10.0,"20","Austria"
11017,59,"Product UKXRI",110,"2008-04-13 00:00:00",55.0,"20","Austria"
11017,70,"Product TOONT",30,"2008-04-13 00:00:00",15.0,"20","Austria"
11018,12,"Product OSFNS",20,"2008-04-13 00:00:00",38.0,"48","USA"
